Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,7/3/2026, 08:59:24 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,17684,17684,12033,17235
Success Count,0,0,12030,11980
Error Count,17684,17684,3,5255
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
18707,EC3549509,BOM_PRODUCED,12254,PRIMARY_HRL135498_1022,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL135498_1022,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18708,EC3549509,BOM_PRODUCED,12348,PRIMARY_HRL138494_1026,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL138494_1026 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18709,EC3549509,BOM_PRODUCED,12348,PRIMARY_HRL138494_1026,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL138494_1026,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18710,EC3549509,BOM_PRODUCED,12457,PRIMARY_HRL122452_1027,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL122452_1027 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18711,EC3549509,BOM_PRODUCED,12457,PRIMARY_HRL122452_1027,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL122452_1027,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18712,EC3549509,BOM_PRODUCED,12467,PRIMARY_HRL128954_1027,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL128954_1027 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18713,EC3549509,BOM_PRODUCED,12467,PRIMARY_HRL128954_1027,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL128954_1027,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18714,EC3549509,BOM_PRODUCED,12556,PRIMARY_HRL145381_1027,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL145381_1027 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18715,EC3549509,BOM_PRODUCED,12556,PRIMARY_HRL145381_1027,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL145381_1027,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18716,EC3549509,BOM_PRODUCED,12876,BOM1_HRL136880_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL136880_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18717,EC3549509,BOM_PRODUCED,12876,BOM1_HRL136880_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM1_HRL136880_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18718,EC3549509,BOM_PRODUCED,12924,BOM1_HRL139472_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL139472_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18719,EC3549509,BOM_PRODUCED,12924,BOM1_HRL139472_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM1_HRL139472_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18720,EC3549509,BOM_PRODUCED,13024,BOM2_HRL113806_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM2_HRL113806_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18721,EC3549509,BOM_PRODUCED,13024,BOM2_HRL113806_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM2_HRL113806_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18722,EC3549509,BOM_PRODUCED,13027,BOM2_HRL118980_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM2_HRL118980_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18723,EC3549509,BOM_PRODUCED,13027,BOM2_HRL118980_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM2_HRL118980_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18724,EC3549509,BOM_PRODUCED,13028,BOM2_HRL122119_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM2_HRL122119_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18725,EC3549509,BOM_PRODUCED,13028,BOM2_HRL122119_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM2_HRL122119_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18726,EC3549509,BOM_PRODUCED,13029,BOM2_HRL122121_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM2_HRL122121_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18727,EC3549509,BOM_PRODUCED,13029,BOM2_HRL122121_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM2_HRL122121_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18728,EC3549509,BOM_PRODUCED,13031,BOM2_HRL139248_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM2_HRL139248_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18729,EC3549509,BOM_PRODUCED,13031,BOM2_HRL139248_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM2_HRL139248_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18730,EC3549509,BOM_PRODUCED,13181,PRIMARY_HRL127545_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL127545_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18731,EC3549509,BOM_PRODUCED,13181,PRIMARY_HRL127545_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL127545_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18732,EC3549509,BOM_PRODUCED,13269,PRIMARY_HRL136906_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL136906_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18733,EC3549509,BOM_PRODUCED,13269,PRIMARY_HRL136906_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL136906_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18734,EC3549509,BOM_PRODUCED,13270,PRIMARY_HRL136907_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL136907_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18735,EC3549509,BOM_PRODUCED,13270,PRIMARY_HRL136907_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL136907_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18736,EC3549509,BOM_PRODUCED,13271,PRIMARY_HRL136935_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL136935_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18737,EC3549509,BOM_PRODUCED,13271,PRIMARY_HRL136935_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL136935_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18738,EC3549509,BOM_PRODUCED,13628,PRIMARY_HRL56177_1028,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL56177_1028 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18739,EC3549509,BOM_PRODUCED,13628,PRIMARY_HRL56177_1028,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL56177_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18740,EC3549509,BOM_PRODUCED,13911,PRIMARY_HRL122026_1032,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL122026_1032 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18741,EC3549509,BOM_PRODUCED,13911,PRIMARY_HRL122026_1032,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL122026_1032,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18742,EC3549509,BOM_PRODUCED,13912,PRIMARY_HRL122027_1032,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL122027_1032 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18743,EC3549509,BOM_PRODUCED,13912,PRIMARY_HRL122027_1032,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL122027_1032,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18744,EC3549509,BOM_PRODUCED,13915,PRIMARY_HRL129909_1032,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL129909_1032 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18745,EC3549509,BOM_PRODUCED,13915,PRIMARY_HRL129909_1032,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL129909_1032,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18746,EC3549509,BOM_PRODUCED,13991,PRIMARY_HRL263101_1032,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL263101_1032 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18747,EC3549509,BOM_PRODUCED,13991,PRIMARY_HRL263101_1032,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL263101_1032,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18748,EC3549509,BOM_PRODUCED,14018,PRIMARY_HRL619008_1032,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL619008_1032 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18749,EC3549509,BOM_PRODUCED,14018,PRIMARY_HRL619008_1032,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL619008_1032,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18750,EC3549509,BOM_PRODUCED,14042,PRIMARY_HRL831299_1032,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL831299_1032 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18751,EC3549509,BOM_PRODUCED,14042,PRIMARY_HRL831299_1032,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL831299_1032,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18752,EC3549509,BOM_PRODUCED,14083,PRIMARY_HRL119435_1033,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL119435_1033 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18753,EC3549509,BOM_PRODUCED,14083,PRIMARY_HRL119435_1033,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL119435_1033,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18754,EC3549509,BOM_PRODUCED,14427,PRIMARY_HRL421031_1033,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL421031_1033 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18755,EC3549509,BOM_PRODUCED,14427,PRIMARY_HRL421031_1033,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL421031_1033,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18756,EC3549509,BOM_PRODUCED,14526,PRIMARY_HRL131007_1034,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL131007_1034 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18757,EC3549509,BOM_PRODUCED,14526,PRIMARY_HRL131007_1034,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL131007_1034,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18758,EC3549509,BOM_PRODUCED,14668,PRIMARY_HRL613101_1034,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL613101_1034 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18759,EC3549509,BOM_PRODUCED,14668,PRIMARY_HRL613101_1034,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL613101_1034,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18760,EC3549509,BOM_PRODUCED,14669,PRIMARY_HRL613201_1034,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL613201_1034 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18761,EC3549509,BOM_PRODUCED,14669,PRIMARY_HRL613201_1034,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL613201_1034,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18762,EC3549509,BOM_PRODUCED,14789,PRIMARY_HRL115984_1035,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL115984_1035 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18763,EC3549509,BOM_PRODUCED,14789,PRIMARY_HRL115984_1035,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL115984_1035,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18764,EC3549509,BOM_PRODUCED,14791,PRIMARY_HRL118023_1035,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL118023_1035 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18765,EC3549509,BOM_PRODUCED,14791,PRIMARY_HRL118023_1035,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL118023_1035,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18766,EC3549509,BOM_PRODUCED,14793,PRIMARY_HRL118068_1035,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL118068_1035 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18767,EC3549509,BOM_PRODUCED,14793,PRIMARY_HRL118068_1035,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL118068_1035,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18768,EC3549509,BOM_PRODUCED,14864,PRIMARY_HRL723008_1035,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL723008_1035 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18769,EC3549509,BOM_PRODUCED,14864,PRIMARY_HRL723008_1035,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL723008_1035,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18770,EC3549509,BOM_PRODUCED,14865,PRIMARY_HRL724008_1035,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL724008_1035 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18771,EC3549509,BOM_PRODUCED,14865,PRIMARY_HRL724008_1035,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL724008_1035,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18772,EC3549509,BOM_PRODUCED,15186,PRIMARY_HRL136791_1037,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL136791_1037 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18773,EC3549509,BOM_PRODUCED,15186,PRIMARY_HRL136791_1037,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL136791_1037,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18774,EC3549509,BOM_PRODUCED,15187,PRIMARY_HRL136792_1037,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL136792_1037 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18775,EC3549509,BOM_PRODUCED,15187,PRIMARY_HRL136792_1037,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL136792_1037,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18776,EC3549509,BOM_PRODUCED,15997,BOM1_HRL126849_1040,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL126849_1040 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18777,EC3549509,BOM_PRODUCED,15997,BOM1_HRL126849_1040,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM1_HRL126849_1040,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
18778,EC3549509,BOM_PRODUCED,15998,BOM1_HRL127239_1040,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL127239_1040 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
